Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,54.650002,54.700001,53.849998,54.049999,48.184803,1084795
2020-07-13,54.500000,55.849998,54.299999,55.400002,49.388313,6354335
2020-07-20,55.500000,57.000000,55.000000,56.200001,50.101501,6470791
2020-07-27,58.200001,63.200001,58.099998,59.299999,53.327267,8128004
2020-08-03,59.099998,60.500000,58.349998,59.849998,53.821880,4320938
2020-08-10,59.750000,60.500000,59.000000,59.700001,53.686985,3693466
2020-08-17,59.700001,60.500000,56.700001,58.849998,52.922596,6215293
2020-08-24,59.000000,60.549999,58.700001,59.250000,53.282307,4076770
2020-08-31,59.400002,59.599998,58.250000,58.500000,52.607853,4113041
2020-09-07,58.500000,59.049999,57.849998,59.000000,53.057491,4049735
2020-09-14,59.049999,61.000000,59.049999,60.000000,53.956772,5744423
2020-09-21,60.000000,60.299999,57.200001,57.450001,51.663609,6592479
2020-09-28,57.650002,58.950001,57.650002,58.750000,52.832672,4181774
2020-10-05,59.049999,60.599998,58.599998,60.549999,54.451370,8173226
2020-10-12,61.000000,61.450001,60.000000,60.099998,54.046696,8906746
2020-10-19,59.799999,60.900002,59.799999,60.599998,54.496338,7341755
2020-10-26,60.650002,60.900002,58.700001,58.799999,52.877632,8773307
2020-11-02,58.900002,61.250000,58.450001,61.000000,54.856052,8686908
2020-11-09,61.599998,62.549999,61.150002,62.500000,56.204967,8887030
2020-11-16,63.150002,65.199997,63.150002,64.000000,57.553886,11051375
2020-11-23,64.300003,65.150002,63.950001,64.449997,59.000439,10173565
2020-11-30,64.650002,65.699997,63.650002,65.699997,60.144753,8489590
2020-12-07,66.550003,67.599998,65.949997,66.699997,61.060196,10789959
2020-12-14,66.699997,66.800003,65.650002,66.349998,60.739796,9396726
2020-12-21,66.349998,67.150002,66.000000,66.800003,61.151749,7256381
2020-12-28,66.800003,68.800003,66.800003,68.750000,62.936863,6251769
2021-01-04,68.750000,74.150002,68.750000,74.099998,67.834488,9169205
