Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,95.550003,95.699997,94.599998,94.650002,84.383308,11502554
2020-07-13,95.400002,97.949997,95.250000,97.199997,86.656715,72493499
2020-07-20,97.199997,100.099998,96.250000,98.500000,87.815697,64857869
2020-07-27,101.800003,108.699997,101.800003,103.800003,93.213135,66834706
2020-08-03,103.449997,105.949997,102.000000,104.650002,93.976425,31397267
2020-08-10,104.099998,105.849998,103.000000,104.500000,93.841736,24262817
2020-08-17,104.500000,105.900002,98.699997,102.800003,92.315132,42301513
2020-08-24,102.849998,105.699997,102.300003,103.500000,92.943726,19613293
2020-08-31,104.099998,104.300003,101.800003,102.550003,92.090622,26673863
2020-09-07,102.550003,103.349998,101.150002,103.250000,92.719231,22764771
2020-09-14,103.500000,107.000000,103.250000,105.300003,94.560143,39748072
2020-09-21,105.199997,105.900002,100.050003,100.650002,90.384415,42991593
2020-09-28,101.349998,103.449997,101.000000,103.000000,92.494736,13331627
2020-10-05,103.449997,106.349998,103.000000,106.199997,95.368340,30269897
2020-10-12,106.699997,107.699997,105.099998,105.250000,94.515244,25600632
2020-10-19,105.650002,106.650002,105.500000,106.099998,95.278549,17536832
2020-10-26,106.099998,106.599998,102.699997,103.000000,92.494736,24256061
2020-11-02,103.150002,107.050003,102.300003,106.699997,95.817352,29964800
2020-11-09,107.750000,109.400002,106.800003,109.250000,98.107277,31714050
2020-11-16,110.400002,115.750000,110.400002,114.000000,102.372810,46123182
2020-11-23,114.650002,115.949997,113.900002,114.650002,102.956512,23449299
2020-11-30,114.800003,117.449997,113.300003,117.300003,105.336235,38486768
2020-12-07,118.500000,120.199997,117.250000,118.750000,106.638336,31785499
2020-12-14,118.650002,119.300003,116.750000,118.199997,106.144424,30452300
2020-12-21,118.250000,119.599998,117.500000,118.949997,106.817932,19441679
2020-12-28,119.050003,122.400002,119.050003,122.250000,109.781357,17610963
2021-01-04,122.199997,131.250000,122.000000,131.199997,117.818527,41140848
2021-01-11,131.199997,138.000000,130.500000,134.500000,120.781937,65233545
2021-01-18,134.600006,143.250000,132.100006,137.449997,123.431061,93677717
2021-01-25,137.199997,137.300003,128.199997,128.199997,117.633461,64525411
2021-02-01,128.199997,136.300003,127.550003,134.800003,123.689491,47461556
2021-02-08,134.800003,134.800003,134.800003,134.800003,123.689491,0
2021-02-15,134.800003,141.250000,134.800003,138.850006,127.405678,38160340
2021-02-22,139.800003,140.750000,133.300003,133.399994,122.404877,61472635
2021-03-01,133.399994,135.649994,129.500000,131.949997,121.074394,46246388
2021-03-08,133.750000,135.649994,129.750000,135.250000,124.102402,45358849
2021-03-15,135.250000,136.050003,132.300003,132.800003,121.854347,33874338
2021-03-22,132.399994,134.699997,130.600006,134.350006,123.276566,35271020
2021-03-29,135.199997,136.050003,134.600006,135.750000,124.561195,27655710
2021-04-05,135.750000,138.899994,135.750000,137.949997,126.579842,23323508
2021-04-12,138.050003,139.250000,136.050003,139.250000,127.772697,36571445
2021-04-19,139.250000,139.750000,137.399994,139.149994,127.680939,30486992
2021-04-26,140.000000,142.000000,139.899994,140.600006,129.011459,30271865
2021-05-03,140.399994,140.399994,135.000000,139.399994,127.910339,43739251
2021-05-10,139.500000,139.500000,121.199997,128.949997,118.321655,110478473
2021-05-17,125.199997,133.850006,124.699997,132.350006,121.441429,84397699
2021-05-24,131.550003,135.899994,131.149994,135.800003,124.607056,39656484
2021-05-31,135.800003,138.449997,135.800003,136.949997,125.662270,28946869
2021-06-07,137.199997,138.500000,134.649994,138.100006,126.717499,29669668
2021-06-14,138.100006,139.000000,137.149994,138.000000,126.625748,16490297
2021-06-21,136.899994,137.949997,134.500000,136.949997,125.662270,40507020
2021-06-28,137.000000,139.350006,136.500000,138.300003,126.901016,31621836
2021-07-05,138.750000,140.050003,136.949997,137.750000,126.396332,31266587
2021-07-12,139.050003,141.850006,138.550003,139.899994,128.369125,58015664
2021-07-19,139.000000,139.199997,136.100006,137.649994,126.304581,40200256
2021-07-26,137.750000,138.050003,133.750000,136.050003,125.155731,66543950
2021-08-02,137.000000,139.449997,136.050003,138.800003,127.685524,28297662
2021-08-09,138.199997,138.550003,135.550003,135.649994,124.787750,20542259
2021-08-16,135.500000,135.750000,130.199997,130.750000,120.280128,87239495
2021-08-23,132.250000,138.500000,132.149994,138.149994,127.087570,41290794
2021-08-30,138.649994,142.100006,138.100006,141.899994,130.537292,73765167
2021-09-06,141.899994,143.500000,139.300003,141.949997,130.583298,35070971
2021-09-13,141.850006,142.199997,139.500000,140.500000,129.249390,29413579
2021-09-20,140.500000,140.500000,136.300003,139.649994,128.467453,35826451
2021-09-27,139.850006,140.350006,133.649994,133.949997,123.223885,102824307
2021-10-04,134.699997,135.649994,130.899994,134.199997,123.453857,93526406
2021-10-11,134.199997,136.350006,131.600006,136.250000,125.339714,33118471
2021-10-18,136.699997,137.800003,135.600006,136.500000,125.569687,46514989
2021-10-25,136.000000,137.750000,135.199997,135.800003,124.925743,34620692
2021-11-01,136.199997,138.199997,136.149994,138.100006,127.041588,23079244
2021-11-08,138.199997,141.199997,138.199997,139.699997,128.513428,35144985
2021-11-15,140.550003,143.550003,140.550003,142.800003,131.365204,44322580
2021-11-22,142.699997,142.899994,137.949997,138.149994,127.087570,25377136
2021-11-29,137.600006,142.149994,137.500000,141.750000,130.399292,39332652
2021-12-06,140.699997,143.600006,140.000000,141.949997,130.583298,25576237
2021-12-13,142.199997,142.449997,139.699997,141.899994,130.537292,29735811
2021-12-20,141.800003,143.600006,140.300003,143.050003,131.595215,41467317
2021-12-27,143.199997,146.149994,143.100006,145.500000,133.849030,57736846
2022-01-03,146.000000,150.550003,146.000000,146.600006,134.860947,43435600
2022-01-10,146.000000,151.199997,145.399994,150.300003,138.264664,61176800
2022-01-17,151.100006,152.399994,142.300003,142.649994,131.227219,82148142
2022-01-24,142.100006,144.000000,141.050003,141.550003,133.071304,54933257
2022-01-31,141.550003,141.550003,141.550003,141.550003,133.071304,0
2022-02-07,142.600006,145.050003,141.199997,144.949997,136.267654,53487710
2022-02-14,143.949997,145.000000,141.949997,144.100006,135.468582,34733325
2022-02-21,143.449997,143.850006,137.850006,138.500000,130.203979,79660667
2022-02-28,138.500000,140.800003,137.949997,138.449997,130.156967,31408714
2022-03-07,136.899994,136.899994,131.000000,134.399994,126.349571,139788230
2022-03-14,135.000000,136.600006,131.100006,136.100006,127.947754,77752742
2022-03-21,136.800003,138.500000,136.300003,138.199997,129.921967,33185746
2022-03-28,137.000000,138.699997,135.550003,136.949997,128.746841,36374392
2022-04-04,136.949997,136.949997,133.750000,134.550003,126.490593,35252998
2022-04-11,134.149994,135.750000,131.600006,132.250000,124.328362,63615381
2022-04-18,132.000000,133.600006,130.850006,131.600006,123.717300,48968096
2022-04-25,130.000000,130.050003,125.949997,128.750000,121.038002,93739158
2022-05-02,128.750000,129.800003,125.949997,126.650002,119.063797,39457449
2022-05-09,125.500000,125.550003,121.199997,122.349998,115.021362,53789657
2022-05-16,123.449997,126.000000,122.500000,124.650002,117.183594,27132114
2022-05-23,125.300003,125.800003,122.849998,125.500000,117.982689,27821014
2022-05-30,127.250000,130.050003,127.050003,127.800003,120.144913,32404632
2022-06-06,128.250000,129.100006,126.400002,127.099998,119.486839,19025193
2022-06-13,124.099998,125.000000,120.400002,120.849998,113.611206,70044359
2022-06-20,120.900002,122.199997,117.250000,118.150002,111.072937,59797221
2022-06-27,119.800003,121.449997,111.199997,111.550003,104.868279,88911215
2022-07-04,111.250000,113.900002,108.449997,113.250000,106.466438,81880198
2022-07-11,113.650002,115.650002,109.150002,115.500000,108.581665,76837034
2022-07-18,114.650002,117.199997,113.599998,116.800003,109.803810,76713181
2022-07-25,116.300003,118.500000,115.150002,118.000000,110.931923,47421882
2022-08-01,118.099998,119.500000,115.099998,119.500000,112.342072,51198262
2022-08-08,119.000000,121.000000,117.500000,120.800003,113.786667,42950852
2022-08-15,121.449997,122.300003,120.900002,121.550003,114.493118,42572516
2022-08-22,120.000000,120.250000,117.650002,119.599998,112.656319,37249561
2022-08-29,116.250000,117.599998,113.849998,113.900002,107.287254,70032642
2022-09-05,114.099998,115.400002,112.099998,113.000000,106.439507,37960358
2022-09-12,115.300003,116.400002,112.300003,112.550003,106.015640,39666377
2022-09-19,112.949997,113.150002,109.349998,109.699997,103.331093,53456734
2022-09-26,108.050003,108.050003,103.000000,103.449997,97.443954,70860609
2022-10-03,102.500000,108.000000,102.050003,106.199997,100.034294,46375485
2022-10-10,106.199997,106.199997,99.000000,101.849998,95.936844,77105249
2022-10-17,99.949997,101.550003,97.349998,98.900002,93.158112,72869662
2022-10-24,100.750000,100.800003,96.500000,97.750000,92.074883,67527802
2022-10-31,98.849998,100.050003,97.500000,98.849998,93.111015,45253338
2022-11-07,99.800003,109.000000,99.550003,109.000000,102.671730,90469580
2022-11-14,109.800003,115.849998,109.400002,114.250000,107.616928,99689757
2022-11-21,114.349998,116.949997,113.050003,116.699997,109.924690,53428371
2022-11-28,114.599998,119.500000,113.099998,117.300003,110.489861,67176762
2022-12-05,117.300003,118.500000,112.449997,115.000000,108.323387,45538884
2022-12-12,114.199997,115.050003,112.250000,113.000000,106.439507,42460702
2022-12-19,112.349998,112.949997,110.050003,110.699997,104.273033,41479177
2022-12-26,110.800003,112.250000,108.400002,110.199997,103.802055,42829414
2023-01-02,110.199997,112.199997,108.449997,111.800003,105.309181,52223171
2023-01-09,114.000000,118.599998,113.900002,117.199997,110.395660,81012436
2023-01-16,118.099998,118.550003,117.800003,118.099998,111.243408,41655957
2023-01-23,118.099998,118.099998,118.099998,118.099998,111.243408,0
2023-01-30,120.800003,121.199997,118.300003,121.000000,113.975044,96537596
2023-02-06,120.099998,121.099998,118.550003,121.000000,116.540710,41662881
2023-02-13,120.699997,121.800003,118.400002,118.750000,114.373627,42612139
2023-02-20,118.550003,120.099998,117.099998,118.800003,114.421791,32867196
2023-02-27,118.800003,120.099998,116.849998,119.349998,114.951515,14049486
2023-03-06,120.150002,121.400002,118.000000,118.300003,113.940216,39406113
2023-03-13,117.949997,119.099998,116.500000,118.949997,114.566261,68452849
2023-03-20,118.949997,122.300003,117.849998,122.199997,117.696487,53931849
2023-03-27,121.750000,122.349998,120.150002,121.599998,117.118607,49792765
2023-04-03,121.599998,121.599998,120.199997,121.000000,116.540710,11915278
2023-04-10,121.250000,121.650002,119.500000,120.650002,116.203613,22255504
2023-04-17,120.349998,120.500000,118.400002,118.599998,114.229156,29522792
2023-04-24,117.800003,118.500000,115.500000,117.400002,113.073387,53141489
2023-05-01,117.400002,118.050003,116.699997,117.800003,113.458649,15268932
2023-05-08,118.500000,119.000000,116.750000,117.199997,112.880753,22220851
2023-05-15,116.949997,122.849998,116.650002,122.500000,117.985435,94149255
2023-05-22,122.500000,126.050003,121.099998,125.949997,121.308289,76352936
2023-05-29,127.449997,127.550003,124.900002,126.750000,122.078804,47310131
2023-06-05,126.750000,128.250000,126.150002,127.800003,123.090111,35721767
2023-06-12,128.500000,132.000000,128.500000,131.550003,126.701904,62079817
2023-06-19,130.949997,131.500000,130.250000,130.550003,125.738770,39073480
2023-06-26,130.350006,130.500000,128.300003,129.100006,124.342209,32389010
2023-07-03,129.600006,131.199997,127.099998,127.699997,122.993790,41726115
2023-07-10,128.100006,132.500000,127.000000,132.250000,127.376114,46250079
2023-07-17,132.000000,132.199997,126.500000,127.199997,122.512215,56894782
2023-07-24,127.000000,129.899994,126.599998,129.500000,126.548996,27732253
2023-07-31,130.300003,130.649994,126.900002,127.250000,124.350266,30436954
2023-08-07,127.650002,128.699997,126.150002,126.300003,123.421921,37427533
2023-08-14,125.650002,125.699997,122.900002,123.849998,121.027740,65285415
2023-08-21,124.199997,127.099998,123.000000,124.550003,121.711800,34346853
2023-08-28,124.849998,127.050003,124.699997,125.900002,123.031029,23992251
2023-09-04,125.900002,126.800003,123.849998,124.300003,121.467491,25557420
2023-09-11,124.449997,127.349998,123.400002,127.349998,124.447983,26973370
2023-09-18,126.599998,126.599998,122.050003,122.650002,119.855095,47791635
2023-09-25,122.750000,123.750000,121.550003,122.650002,119.855095,26136743
2023-10-02,123.599998,124.500000,121.349998,124.099998,121.272049,31745228
2023-10-09,124.099998,127.400002,124.099998,126.949997,124.057098,34156854
2023-10-16,126.300003,127.000000,123.900002,125.400002,122.542427,36357646
2023-10-23,124.849998,124.900002,121.599998,122.300003,119.513069,45257655
2023-10-30,122.400002,125.599998,121.099998,125.449997,122.591278,42848336
2023-11-06,126.550003,127.449997,126.099998,126.750000,123.861664,44045435
2023-11-13,129.250000,131.500000,128.500000,131.000000,128.014816,113749986
2023-11-20,131.050003,132.699997,130.449997,131.199997,128.210251,62719511
2023-11-27,131.199997,132.199997,130.100006,131.800003,128.796585,41835295
2023-12-04,131.800003,132.000000,129.899994,131.050003,128.063675,32076660
2023-12-11,131.050003,134.199997,130.649994,133.699997,130.653290,61931136
2023-12-18,133.649994,133.899994,132.050003,132.949997,129.920380,30433224
2023-12-25,133.000000,136.000000,132.949997,135.449997,132.363403,82807315
2024-01-01,135.449997,135.949997,132.100006,132.149994,129.138596,28036815
2024-01-08,133.000000,133.949997,131.949997,132.649994,129.627213,33987680
2024-01-15,132.649994,133.100006,127.300003,132.899994,129.871506,91449151
2024-01-22,null,null,null,null,null,null
2024-01-23,133.899994,134.250000,133.500000,134.050003,134.050003,7318159
