Date,Open,High,Low,Close,Adj Close,Volume
2020-08-01,59.099998,60.549999,56.700001,58.549999,52.652817,19292207
2020-09-01,58.549999,61.000000,57.200001,58.750000,52.832672,23695712
2020-10-01,58.750000,61.450001,58.599998,58.799999,52.877632,33195034
2020-11-01,58.900002,65.199997,58.450001,63.650002,57.239140,41096725
2020-12-01,63.900002,68.800003,63.700001,68.750000,62.936863,39886578
2021-01-01,68.750000,80.599998,68.750000,73.550003,67.331001,48799085
2021-02-01,73.599998,81.349998,73.250000,77.449997,70.901237,33584363
2021-03-01,77.449997,78.150002,74.400002,77.349998,70.809685,45834166
2021-04-01,77.650002,81.349998,77.650002,80.750000,73.922203,28020486
2021-05-01,80.650002,80.650002,71.500000,78.900002,72.228630,54911140
2021-06-01,78.900002,80.050003,77.250000,79.900002,73.144081,35041461
2021-07-01,79.800003,81.250000,77.050003,78.300003,71.679367,41873285
2021-08-01,78.550003,80.800003,74.800003,80.800003,74.254936,48575089
2021-09-01,80.800003,82.349998,77.849998,78.550003,72.187202,39080076
2021-10-01,78.250000,79.199997,75.449997,78.150002,71.819603,40699601
2021-11-01,78.400002,81.150002,77.599998,77.900002,71.589859,42610333
2021-12-01,78.000000,82.150002,77.949997,81.849998,76.777260,40223805
2022-01-01,82.150002,85.699997,81.300003,81.400002,76.355148,77087546
2022-02-01,81.400002,83.599998,79.500000,79.849998,74.901207,48224253
2022-03-01,80.199997,81.150002,75.650002,79.599998,74.666702,94174720
2022-04-01,78.699997,78.949997,72.550003,74.250000,69.648277,69252483
2022-05-01,74.250000,74.949997,69.800003,74.500000,69.882782,52819991
2022-06-01,74.400002,75.000000,66.599998,66.750000,62.613091,59277339
2022-07-01,66.650002,68.199997,62.900002,67.900002,63.691826,72638798
2022-08-01,67.900002,70.400002,66.199997,67.699997,64.713242,63272429
2022-09-01,66.550003,66.900002,59.200001,59.349998,56.731617,88309091
2022-10-01,58.900002,62.150002,55.500000,56.950001,54.437500,85186462
2022-11-01,56.900002,66.050003,56.099998,65.750000,62.849262,74298005
2022-12-01,67.000000,67.449997,61.400002,62.099998,60.304264,54739007
2023-01-01,62.099998,70.000000,61.349998,68.599998,66.616302,48810133
2023-02-01,68.800003,70.400002,67.750000,68.699997,66.713417,53305590
2023-03-01,68.050003,70.900002,67.500000,70.250000,68.218597,79769815
2023-04-01,70.250000,70.300003,66.900002,67.949997,65.985100,67631316
2023-05-01,67.949997,73.800003,67.550003,72.800003,70.694862,86111723
2023-06-01,72.300003,76.300003,72.050003,74.750000,72.588463,71720347
2023-07-01,75.099998,76.599998,73.099998,74.500000,72.345695,78019757
2023-08-01,74.500000,74.900002,71.000000,72.599998,71.769875,91006773
2023-09-01,72.550003,73.550003,70.250000,70.849998,70.039879,61745390
2023-10-01,71.449997,73.500000,70.000000,70.099998,69.298454,69013466
2023-11-01,70.449997,75.599998,70.099998,74.949997,74.093002,75525975
2023-12-01,74.800003,77.349998,74.050003,77.150002,77.150002,74394863
2024-01-01,77.150002,77.550003,74.550003,77.500000,77.500000,54839524
2024-01-23,78.050003,78.250000,77.800003,78.150002,78.150002,4799878
